county,county_fips,year,labor_force,employed,unemployed,unemployment_rate,total_pop,age_16_plus,age_65_plus,age_16_plus_pop,age_65_plus_pop,lfpr,not_in_labor_force
Wood County,54107,2015,37534,35238,2296,6.1,86559,81.1,18.1,70199.349,15667.179000000002,53.46773230048045,32665.349000000002
Wood County,54107,2016,37466,35346,2120,5.7,86262,81.2,18.6,70044.744,16044.732000000002,53.48866718679134,32578.744000000006
Wood County,54107,2017,37357,35361,1996,5.3,86016,81.2,19.137137276785715,69844.992,16461.0,53.48558132843655,32487.992
Wood County,54107,2018,37453,35507,1946,5.2,85556,81.4,19.580158025153118,69642.584,16752.000000000004,53.77887759018246,32189.584000000003
Wood County,54107,2019,37756,35874,1882,5.0,84960,81.4,19.943502824858758,69157.44,16944.0,54.594270695965605,31401.440000000002
Wood County,54107,2020,36855,33709,3146,8.5,84387,81.5,20.358586038133836,68775.405,17180.0,53.587470695374314,31920.405
Wood County,54107,2021,36727,34795,1932,5.3,84678,81.5,20.298070337041498,69012.56999999999,17188.0,53.21784132948535,32285.569999999992
Wood County,54107,2022,37000,35521,1479,4.0,84272,81.7,21.021217011581545,68850.224,17715.0,53.73983968447219,31850.224000000002
Wood County,54107,2023,37408,35925,1483,4.0,83829,81.5,21.22296579942502,68320.635,17791.0,54.75358945361091,30912.634999999995
Wood County,54107,2024,37272,35726,1546,4.1,83407,81.8,21.61209490810124,68226.92599999999,18026.000000000004,54.629458170224474,30954.925999999992
Wyoming County,54109,2010,8410,7557,853,10.1,23993,81.3,14.8,19506.308999999997,3550.9640000000004,43.11425600814589,11096.308999999997
Wyoming County,54109,2011,8312,7609,703,8.5,23818,81.4,14.9,19387.852000000003,3548.882,42.87220678185494,11075.852000000003
Wyoming County,54109,2012,8387,7646,741,8.8,23668,81.5,15.3,19289.42,3621.2039999999997,43.479793586328675,10902.419999999998
Wyoming County,54109,2013,8314,7553,761,9.2,23479,81.2,15.8,19064.948,3709.6820000000002,43.60882599837146,10750.948
Wyoming County,54109,2014,8039,7288,751,9.3,23203,81.1,16.1,18817.632999999998,3735.683,42.7205695849207,10778.632999999998
Wyoming County,54109,2015,7835,7101,734,9.4,22866,81.6,16.8,18658.656,3841.4880000000003,41.99123452407291,10823.655999999999
Wyoming County,54109,2016,7653,6888,765,10.0,22537,81.8,17.8,18435.266,4011.5860000000002,41.512826557533806,10782.266
Wyoming County,54109,2017,7070,6572,498,7.0,22130,81.8,18.721192950745593,18102.34,4143.0,39.05572428757829,11032.34
Wyoming County,54109,2018,7036,6556,480,6.8,21711,82.1,19.602966238312376,17824.731,4256.0,39.47324646862834,10788.731
Wyoming County,54109,2019,6812,6334,478,7.0,21281,82.3,20.78379775386495,17514.263,4423.0,38.89401455259636,10702.262999999999
Wyoming County,54109,2020,6928,6248,680,9.8,20890,82.5,21.73288654858784,17234.25,4539.999999999999,40.199022295719274,10306.25
Wyoming County,54109,2021,7053,6634,419,5.9,21581,82.2,21.77378249386034,17739.582000000002,4699.0,39.7585467346412,10686.582000000002
Wyoming County,54109,2022,7237,6926,311,4.3,21237,82.8,22.55026604510995,17584.236,4789.0,41.156181024867955,10347.236
Wyoming County,54109,2023,7198,6889,309,4.3,20948,83.5,22.91865571892305,17491.579999999998,4801.0,41.1512281909353,10293.579999999998
Wyoming County,54109,2024,7013,6685,328,4.7,20629,83.6,23.44757380386834,17245.844,4837.0,40.66486975064833,10232.844000000001
